Date,Team,Acquired,Relinquished,Notes
2018-09-01,Patriots,,• Ulrick John,placed on ir with foot injury
2018-09-01,Raiders,,• Chris Warren III,placed on ir with knee injury
2018-09-01,Raiders,,• Eddy Pineiro,placed on ir with groin injury
2018-09-01,Redskins,,• Tyler Catalina,placed on ir with shoulder injury
2018-09-01,Saints,,• Michael Hoomanawanui,placed on ir with neck injury
2018-09-01,Seahawks,,• Austin Davis (b. 1989-06-02),placed on ir with undisclosed injury
2018-09-01,Seahawks,,• Byron Maxwell,placed on ir with hip injury
2018-09-01,Seahawks,,• Erik Walden,placed on ir with hip flexor injury
2018-09-01,Seahawks,,• Jamarco Jones,placed on ir with ankle injury
2018-09-01,Titans,,• Austin Barnard,placed on ir with knee injury
2018-09-01,Titans,,• Devin Ross (b. 1995-08-12),placed on ir with ankle injury
2018-09-01,Vikings,,• Tavarres King,placed on ir with leg injury
2018-09-02,49ers,,• Aaron Burbridge,placed on ir with hamstring injury
2018-09-02,49ers,,• J.P. Flynn,placed on ir with knee injury
2018-09-02,49ers,,• Malcolm Johnson (Jamaine),placed on ir with undisclosed injury
2018-09-02,Bears,,• Jonathan Anderson,placed on ir with groin injury
2018-09-02,Bears,,• Rashard Fant,placed on ir with undisclosed injury
2018-09-02,Bengals,,• Chris Okoye,placed on ir with ankle injury
2018-09-02,Bengals,,• Josh Shaw (James),placed on ir with groin injury
2018-09-02,Broncos,,• Andreas Knappe,placed on ir with concussion
2018-09-02,Broncos,,• J.J. Dielman,placed on ir with knee injury
2018-09-02,Broncos,,• Jordan Moore,placed on ir with undisclosed injury
2018-09-02,Broncos,,• Marcus Rios,placed on ir with hip injury
2018-09-02,Browns,,• C.J. Board,placed on ir with shoulder injury
2018-09-02,Browns,,• Dan Vitale / Danny Vitale,placed on ir with calf injury
2018-09-02,Browns,,• Justin Currie,placed on ir with knee injury
2018-09-02,Browns,,• Lenny Jones,placed on ir with concussion
2018-09-02,Buccaneers,,• Amari Coleman,placed on ir with concussion
2018-09-02,Buccaneers,,• Cole Gardner,placed on ir with undisclosed injury
2018-09-02,Chiefs,,• Keith Reaser,placed on ir with quadriceps injury
2018-09-02,Chiefs,,• Step Durham,placed on ir with hip injury
2018-09-02,Colts,,• Chris Cooper (b. 1994-03-17),placed on ir with concussion
2018-09-02,Colts,,• James Wright (Earl),placed on ir with knee injury
2018-09-02,Colts,,• K.J. Brent,placed on ir with knee injury
2018-09-02,Colts,,• Krishawn Hogan,placed on ir with foot injury
2018-09-02,Colts,,• Robenson Therezie,placed on ir with undisclosed injury
2018-09-02,Colts,,• Robert Jackson Jr.,placed on ir with concussion
2018-09-02,Colts,,• Ronald Martin,placed on ir with shoulder injury
2018-09-02,Colts,,• T.J. Green,placed on ir with hamstring injury
2018-09-02,Colts,,• Tyreek Burwell,placed on ir with knee injury
2018-09-02,Colts,,• Tyrell Adams,placed on ir with undisclosed injury
2018-09-02,Cowboys,,• Marqueston Huff,placed on ir with groin injury
2018-09-02,Cowboys,,• Trey Williams,placed on ir with undisclosed injury
2018-09-02,Dolphins,,• Bryce Petty,placed on ir with oblique injury
2018-09-02,Dolphins,,• Quincy Redmon,placed on ir with undisclosed injury
2018-09-02,Dolphins,,• Rashawn Scott,placed on ir with ankle injury
2018-09-02,Eagles,,• D.J. Killings,placed on ir with undisclosed injury
2018-09-02,Eagles,,• Gannon Sinclair,placed on ir with undisclosed injury
2018-09-02,Eagles,,• Toby Weathersby,placed on ir with undisclosed injury
2018-09-02,Giants,,• Darian Thompson,placed on ir with hamstring injury
2018-09-02,Giants,,• Jordan Williams (Cornell),placed on ir with hip injury
2018-09-02,Jaguars,,• Ben Koyack,placed on ir with knee injury
2018-09-02,Jaguars,,• DeAndre Goolsby,placed on ir with undisclosed injury
2018-09-02,Jaguars,,• Manase Hungalu,placed on ir with undisclosed injury
2018-09-02,Packers,,• Devante Mays,placed on ir with hamstring injury
2018-09-02,Packers,,• Kyle Murphy (Neil),placed on ir with ankle injury
2018-09-02,Packers,,• Quinten Rollins,placed on ir with hamstring injury
2018-09-02,Patriots,,• Ryan Izzo,placed on ir with ankle injury
2018-09-02,Patriots,,• Will Tye,placed on ir with undisclosed injury
2018-09-02,Raiders,,• Dexter McDonald,placed on ir with ankle injury
2018-09-02,Rams,,• Afolabi Laguda,placed on ir with undisclosed injury
2018-09-02,Rams,,• Kendal Thompson,placed on ir with leg injury
2018-09-02,Rams,,• Travin Howard,placed on ir with undisclosed injury
2018-09-02,Ravens,,• Alvin Jones (b. 1994-12-02),placed on ir with undisclosed injury
2018-09-02,Saints,,• Sharrod Neasman,placed on ir with undisclosed injury
2018-09-02,Seahawks,,• Emmanuel Beal,placed on ir with undisclosed injury
2018-09-02,Seahawks,,• Ricky Ali'ifua,placed on ir with concussion
2018-09-02,Seahawks,,• Tevon Mutcherson / T.J. Mutcherson,placed on ir with knee injury
2018-09-02,Steelers,,• Damoun Patterson,placed on ir with turf toe
2018-09-02,Steelers,,• Joseph Cheek,placed on ir with foot injury
2018-09-02,Steelers,,• Keith Kelsey (b),placed on ir with pectoral muscle injury
2018-09-02,Steelers,,• Malik Golden,placed on ir with knee injury
2018-09-02,Steelers,,• Marcus Tucker,placed on ir with ankle injury
2018-09-02,Texans,,• Jevoni Robinson,placed on ir with undisclosed injury
2018-09-02,Vikings,,• Craig James (b. 1996-04-29),placed on ir with hamstring injury
2018-09-02,Vikings,,• Horace Richardson,placed on ir with hamstring injury
2018-09-02,Vikings,,• Josh Andrews,placed on ir with ankle injury
2018-09-02,Vikings,,• Mack Brown,placed on ir with undisclosed injury
2018-09-02,Vikings,,• Tray Matthews,placed on ir with undisclosed injury
2018-09-03,49ers,,• Jerick McKinnon,placed on ir with torn acl in right knee
2018-09-03,49ers,,• Marcell Harris,placed on ir with hamstring injury / achilles injury
2018-09-03,Bears,,• Adam Shaheen,placed on ir with ankle/foot injury
2018-09-03,Bengals,,• Davontae Harris,placed on ir with knee injury
2018-09-03,Broncos,,• Su'a Cravens,placed on ir with knee injury
2018-09-03,Buccaneers,,• Mitch Unrein,placed on ir with concussion
2018-09-03,Cardinals,,• A.J. Howard,placed on ir with undisclosed injury
2018-09-03,Cardinals,,• Vontarrius Dora,placed on ir with undisclosed injury
2018-09-03,Chiefs,,• Daniel Sorensen,placed on ir with knee injury
2018-09-03,Colts,,• Tyquan Lewis,placed on ir with toe injury
2018-09-03,Cowboys,,• Noah Brown,placed on ir with hamstring injury
2018-09-03,Dolphins,,• Jake Brendel,placed on ir with calf injury
2018-09-03,Dolphins,,• Mike Hull (Thomas),placed on ir with knee injury
2018-09-03,Jets,,• Elijah McGuire,placed on ir with foot injury
2018-09-03,Packers,,• Jake Kumerow,placed on ir with shoulder injury
2018-09-03,Panthers,,• Matt Kalil,placed on ir with right knee injury
2018-09-03,Seahawks,,• J.D. McKissic,placed on ir with foot injury
2018-09-03,Steelers,,• Olasunkanmi Adeniyi / Ola Adeniyi,placed on ir with hamstring injury
2018-09-03,Texans,,• Jermaine Kelly,placed on ir with undisclosed injury
2018-09-04,Eagles,,• Richard Rodgers (Christopher),placed on ir with knee injury
2018-09-04,Redskins,,• Anthony Lanier II,placed on ir with hip flexor injury
2018-09-05,Patriots,,• Amara Darboh,placed on ir
2018-09-05,Redskins,,• Byron Marshall,placed on ir with knee injury
2018-09-06,Dolphins,,• MarQueis Gray,placed on ir with achilles injury
2018-09-06,Eagles,,• Mack Hollins,placed on ir with groin injury
2018-09-06,Patriots,,• Duke Dawson,placed on ir with hamstring injury
2018-09-07,Cowboys,,• Parker Ehinger,placed on ir with knee injury
2018-09-08,49ers,,• Dekoda Watson,placed on ir with hamstring injury
2018-09-08,Buccaneers,,• De'Vante Harris,placed on ir with hamstring injury
2018-09-08,Falcons,,• Keanu Neal,placed on ir with torn acl in left knee
2018-09-08,Seahawks,,• Dontae Johnson,placed on ir with groin injury
2018-09-10,Patriots,,• Jeremy Hill,placed on ir with torn acl in right knee
2018-09-10,Titans,,• Delanie Walker,placed on ir with fractured right ankle
2018-09-10,Vikings,,• Aviante Collins,placed on ir with elbow injury
2018-09-11,Colts,,• J'Marcus Webb,placed on ir with hamstring injury
2018-09-11,Falcons,,• Deion Jones,placed on ir with foot injury
2018-09-11,Packers,,• Trevor Davis,placed on ir with hamstring injury
2018-09-11,Redskins,,• Cam Sims,placed on ir with ankle injury
2018-09-11,Texans,,• Kevin Johnson (b. 1992-08-05),placed on ir with concussion
2018-09-12,49ers,,• Brock Coyle,placed on ir with concussion
2018-09-12,Buccaneers,,• Vernon Hargreaves III,placed on ir with shoulder injury
2018-09-12,Panthers,,• Daryl Williams,placed on ir with right knee injury
2018-09-12,Ravens,,• Kenneth Dixon,placed on ir with knee injury
2018-09-12,Redskins,,• Trey Quinn,placed on ir with ankle injury
2018-09-12,Texans,,• Seantrel Henderson,placed on ir with fractured left ankle
2018-09-13,Raiders,,• Andrew DePaola,placed on ir with torn acl in knee
2018-09-13,Raiders,,• Justin Ellis,placed on ir with foot injury
2018-09-13,Rams,,• Pharoh Cooper,placed on ir with ankle injury
2018-09-14,Dolphins,,• Josh Sitton,placed on ir witih torn rotator cuff in shoulder
2018-09-15,Chargers,,• Craig Mager,placed on ir with hamstring injury
2018-09-17,Ravens,,• Maurice Canady,placed on ir with thigh injury
2018-09-17,Seahawks,,• Jermaine Grace,placed on ir with undisclosed injury
2018-09-18,Jaguars,,• Cam Robinson,placed on ir with torn acl in left knee
2018-09-18,Rams,,• Mike Thomas (Davonta),placed on ir with hip injury
2018-09-18,Redskins,,• Rob Kelley,placed on ir with toe injury
2018-09-19,Eagles,,• (Burnell) Mike Wallace,placed on ir with fractured fibula in leg
2018-09-19,Falcons,,• Andy Levitre,placed on ir with triceps injury
2018-09-19,Giants,,• Jon Halapio,"placed on ir with fractured leg, ankle"
2018-09-19,Saints,,• Tommylee Lewis,placed on ir with knee injury
2018-09-20,Bengals,,• Tra Carson,placed on ir with hamstring injury
2018-09-21,Panthers,,• Da'Norris Searcy,placed on ir with concussion
2018-09-25,Buccaneers,,• Chris Conte,placed on ir with knee injury
2018-09-25,Cowboys,,• Datone Jones,placed on ir with hamstring / knee injury
2018-09-25,Dolphins,,• William Hayes (Quintin),placed on ir with torn acl in knee
2018-09-25,Falcons,,• Ricardo Allen,placed on ir with torn left achilles tendon
2018-09-25,Texans,,• Bruce Ellington,placed on ir with hamstring injury
2018-09-25,Texans,,• Dylan Cole,placed on ir with dislocated wrist
2018-09-25,Titans,,• Kevin Pamphile,placed on ir with undisclosed injury
2018-09-26,49ers,,• Jimmy Garoppolo,placed on ir with torn acl in left knee
2018-09-26,Bengals,,• Ryan Glasgow,placed on ir with torn acl in knee
2018-09-26,Giants,,• Kaelin Clay,placed on ir with ankle injury
2018-09-26,Packers,,• Davon House,placed on ir with shoulder injury
2018-09-26,Patriots,,• Ja'Whaun Bentley,placed on ir with undisclosed injury
2018-09-26,Patriots,,• Rex Burkhead,placed on ir with neck injury
2018-09-26,Raiders,,• Mike Nugent,placed on ir with hip injury
2018-09-26,Rams,,• Aqib Talib,placed on ir with ankle injury
2018-09-26,Saints,,• Patrick Robinson (b. 1987-09-07),placed on ir with fractured ankle
2018-09-28,Colts,,• Joe Haeg,placed on ir with ankle injury
2018-09-28,Giants,,• Jonathan Stewart (Creon),placed on ir with foot injury
2018-09-29,Broncos,,• Jake Butt,placed on ir with torn acl in knee
2018-09-29,Eagles,,• Rodney McLeod Jr.,placed on ir with knee injury
2018-09-29,Packers,,• Muhammad Wilkerson,placed on ir with ankle injury
2018-10-01,Jets,,• Josh Martin,placed on ir with concussion
2018-10-02,Browns,,• Terrance Mitchell,placed on ir with wrist injury
2018-10-02,Rams,,• Dominique Easley,placed on ir with left knee injury
2018-10-02,Seahawks,,• Earl Thomas III,placed on ir with fractured tibia in left leg
2018-10-02,Seahawks,,• Will Dissly,placed on ir with torn patellar tendon in knee
2018-10-02,Steelers,,• Nat Berhe,placed on ir with torn pectoral muscle
2018-10-02,Giants,,• Kaelin Clay,placed on ir with undisclosed injury
2018-10-03,Chiefs,,• Alex Ellis,placed on ir with undisclosed injury
2018-10-03,Dolphins,,• Daniel Kilgore,placed on ir with triceps injury
2018-10-03,Raiders,,• Donald Penn,placed on ir with groin injury
2018-10-05,Bengals,,• Tyler Eifert,placed on ir with fractured right ankle
2018-10-06,Broncos,,• Marquette King,placed on ir with right thigh injury
2018-10-06,Cowboys,,• Terrance Williams (b),placed on ir with foot injury
2018-10-06,Dolphins,,• Luke Falk,placed on ir with fractured left wrist
2018-10-06,Giants,,• Stacy Coley,placed on ir with right hamstring injury
2018-10-08,Bears,,• Sam Acho,placed on ir with torn pectoral muscle
2018-10-08,Eagles,,• Jay Ajayi,placed on ir with torn acl in knee
2018-10-09,Chiefs,,• Armani Watts,placed on ir with groin injury
2018-10-09,Chiefs,,• Laurent Duvernay-Tardif,placed on ir with with fractured fibula in leg
2018-10-09,Colts,,• Matt Slauson,placed on ir with undisclosed injury
2018-10-09,Jaguars,,• Austin Seferian-Jenkins,placed on ir with core muscle injury
2018-10-09,Jaguars,,• Corey Grant,placed on ir with foot injury
2018-10-09,Texans,,• Kayvon Webster,placed on ir with quadriceps injury
2018-10-12,Colts,,• Matthias Farley,"placed on ir with shoulder injury, groin injury, wrist injury"
2018-10-12,Jaguars,,• Carson Tinker,placed on ir with knee injury
2018-10-12,Jaguars,,• Josh Wells,placed on ir with groin injury
2018-10-12,Panthers,,• Jared Norris,placed on ir with toe injury
2018-10-13,Browns,,• Derrick Willies,placed on ir with fractured collarbone
2018-10-13,Buccaneers,,• Marcus Williams (Jeffrey),placed on ir with hamstring injury
2018-10-13,Chiefs,,• De'Anthony Thomas,placed on ir with fractured tibia in leg
2018-10-13,Ravens,,• De'Lance Turner,placed on ir with hamstring injury
2018-10-15,Jaguars,,• Jaydon Mickens,placed on ir with fractured ankle
2018-10-15,Lions,,• Jamal Agnew,placed on ir with knee injury
2018-10-16,Browns,,• Rod Streater,placed on ir with neck injury
2018-10-16,Colts,,• Marcus Johnson (b. 1994-08-05),placed on ir with ankle injury
2018-10-16,Falcons,,• Devonta Freeman,"placed on ir with foot injury, groin injury"
2018-10-16,Giants,,• Cody Latimer,placed on ir with hamstring injury
2018-10-16,Giants,,• Ray-Ray Armstrong,placed on ir with concussion
2018-10-16,Jaguars,,• Niles Paul,placed on ir with sprained mcl in knee
2018-10-16,Vikings,,• Mike Hughes (b. 1997-02-11),placed on ir with torn acl in knee
2018-10-17,Browns,,• James Burgess Jr.,placed on ir with hamstring injury
2018-10-17,Dolphins,,• Chase Allen (b. 1993-08-29),placed on ir with foot injury
2018-10-17,Eagles,,• Destiny Vaeao,placed on ir with undisclosed injury
2018-10-18,Saints,,• Ted Ginn Jr.,placed on ir with knee injury
2018-10-20,Broncos,,• Ronald Leary / Ron Leary,placed on ir with torn right achilles tendon
2018-10-20,Jaguars,,• Will Richardson,placed on ir with knee injury
2018-10-22,Buccaneers,,• Jack Cichy,placed on ir with torn acl in knee
2018-10-22,Buccaneers,,• Kwon Alexander,placed on ir with with torn acl in knee
2018-10-22,Raiders,,• Marshawn Lynch,placed on ir with core muscle injury / groin injury
2018-10-23,49ers,,• Adrian Colbert,placed on ir with right ankle injury
2018-10-23,Bengals,,• Mason Schreck,placed on ir with knee / left leg injury
2018-10-23,Chiefs,,• Jordan Devey,placed on ir with pectoral muscle injury
2018-10-23,Chiefs,,• Terrance Smith (b. 1993-05-03),placed on ir with knee injury
2018-10-23,Jets,,• Doug Middleton,placed on ir with torn pectoral muscle
2018-10-23,Ravens,,• Willie Henry,placed on ir with back / abdominal injury
2018-10-23,Saints,,• Jay Bromley,placed on ir with right biceps injury
2018-10-23,Texans,,• Tyrell Adams,placed on ir with undisclosed injury
